,hotel,urls,reviewer,review_overall,title,text,ReviewerValue,ReviewerLocation,ReviewerService,ReviewerRooms,ReviewerCleanliness,ReviewerSleepQuality,Date of Stay,Trip Type,Contributions,Helpful Vote
49,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or45-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Marci ,5.0,Outstanding in every way!,"Love, love, loved my time at LondonHouse Chicago. Yes, it's a perfect location, the rooms are impeccable with amazing views, and the amenities are terrific. All that said, what really made my visit special was the outstanding and caring staff and their attention to detail.  In particular, Mary was the best concierge I've ever had and went out of her way to listen and make perfect recommendations based on my interests. Talking with her is like spending time with an old friend. Ken at the front desk also was fantastic and accommodating to my schedule and needs. I had a wonderful stay and can't wait to return. Thanks for a great experience! Highly recommended.",4.0,,5.0,,,5.0,August 2021,,11,1.0
50,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or50-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Ryan ,5.0,Wonderful Stay,"Amazing service, great food, clean room and excellent location! Wonderful stay and experience for me and my family. Great hotel for business or family/relaxing weekend. Can’t wait to return soon. Land & Lake Kitchen on ground level was excellent too!",,,,,,,November 2021,Traveled with family,1,
51,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or50-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Chris R ,5.0,"Beautiful Location, Great Staff",Staff was very accommodating and warm on our trip. I'd highly recommend anyone staying in Chicago to stay here - you're in the lap of luxury! Hoping to schedule my next trip out to Chicago soon - and will be staying here!,,,,,,,October 2021,,2,
52,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or50-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Kapanda ,4.0,Great location of a nostalgic hotel,"The hotel is is in a great location just across the river on Michigan Ave. near great shopping and other wonderful attractions. We had a room that had views of the lake, city, and river which was wonderful. I love the elevator system…where you tell it your floor first. The rooms are a little small, the bathroom was almost just as big as the living space. Even though you are high up, you can still hear the hustle and bustle of downtown in the middle of the night.",,,,,,,October 2021,Traveled with family,344,136.0
53,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or50-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,KAniess ,5.0,Good Hotel In A Great Location,We enjoyed our stay at the London House hotel in downtown Chicago from November 12th to 16th.  As a Hilton Diamond member we were upgraded to a larger room with a floor to ceiling window view of the Chicago river.  Only issue was wifi connection was not stable.,4.0,5.0,5.0,5.0,5.0,5.0,November 2021,,8,
54,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or50-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Holmes ,5.0,Luxury and location,"Stayed 3 nights in celebration of my son’s 21st birthday. Wonderful staff and perfect location. Room well appointed and spotlessly clean. Especially liked nepresso coffee, room lighting and waterfall shower/pressure. Special shout-out to Edgar at the front desk who went out of his way to help make our stay fantastic.  Kudos to the hotel staff.",,,,,,,November 2021,Traveled with family,30,56.0
55,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or55-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,brianasalas ,5.0,Perfect engagement spot,"Staff was welcoming, the hotel Christmas decorations were gorgeous, the champagne in the room was amazing. We loved it so much. Highly recommend to any couple for their most romantic evening. We will be back to commemorate this special day for sure.",5.0,5.0,5.0,5.0,5.0,5.0,November 2021,,3,
56,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or55-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Rebecca ,5.0,We Won't Stay Anywhere Else!,"We celebrated our anniversary last year with a stay at this gorgeous hotel, and our experience was nothing short of wonderful! The views are fantastic, the service- impeccable, and we have booked ourselves a stay to come back for the holidays this year. When we called to see if we could be in the same room as last time, Bess, the front desk manager, made the experience so easy by helping us get our favorite room again! She even remembered that we had a special situation last year with a cake we needed to store in the refrigerator (can't come to Chicago without getting our fav!) - and when I told her we'd have another one to store this year, she told us they would be happy to help. This place is beautiful, is located perfectly, and we feel so taken care of. Thanks, Bess and team- you rock!",,,5.0,5.0,5.0,,December 2020,,1,
57,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or55-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,kmkkathy ,5.0,Lovely and enjoyable,"By the time we reached the hotel,(8:22 pm) we were tired and hungry.  It was a long day. Nicole T. was sympathetic and caring, while we were talking about our day.  She brightened our demeanor with her warm smile and she made us laugh.  She suggested eating at the hotel and gave us complementary drink passes.  The room was lovely.  Clean, the decor was spot on and the king size bed was very comfortable.  Bathroom shower was heavenly.  Beautiful views of the city.  Ken, another staff associate, was very helpful and friendly in resolving an issue.  Thank you Ken, for making our stay even more enjoyable.  Excellent housekeeping.  Called for an extra blanket and received it in minutes.  Highlight of our stay is the rooftop; had drinks and took photos of the city.",5.0,5.0,5.0,5.0,5.0,5.0,November 2021,,1,
58,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or55-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Jen A ,5.0,Love this Hotel,"Friendly staff- great customer service, great views. Food is always great here- lots of great on property restaurants as well. Room is exceptionally clean always. Easy walk to downtown restaurants and activities. Recommend highly.",,,,,,,November 2021,Traveled on business,2,
59,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or55-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Ruth S ,5.0,Great place and the best bellman!,"We stayed in a corner king room which was lovely. Our Bellman, Mark Z, was a delight. He helped with luggage, suggested lunch spots, got a taxi with wheelchair access and kept our bags on day of departure while we wandered the city.  He was so accommodating and friendly and made us feel very welcome. We had lunch at the Land and Lake kitchen. The manager was taking orders and checking on us regularly. Food was delivered very quickly. Great service. Had cocktails and appetizers at the LH Rooftop bar. A lovely setting.  Very accommodating staff and excellent food. We will be back!",5.0,,5.0,,5.0,,November 2021,,1,
60,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or60-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Annie D ,5.0,Cheers to the front desk!,"This hotel is extremely comfortable, welcoming, and relaxing, but its staff really sets it apart. I arrived after a long, tiring day of travel only to find that both the hotel and I had made two separate snafus with my reservation. Anthony H. immediately applied himself to my Gordian knot of a reservation with calm, patient, reassuring professionalism. While I waited, I watched Nicole T. at the other desk welcome a succession of guests and couldn't help but notice what great energy she has: she is warm, upbeat, tirelessly friendly, established a rapport with everyone who walked in, and gave personalized attention to each guest. And then she helped Anthony figure out my reservation, getting me a great room without the extra expense I thought I'd be stuck with. I truly appreciate both of them going out of their way to smooth out the bumps with professionalism and a genuine personal touch.",4.0,,5.0,,,5.0,November 2021,,2,
61,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or60-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Cheryl W ,5.0,Yay For Great Service,"Bess Ubolkaew is the best!  I had to make reservations for 11 people and was lucky enough to get Bess to help me with forms, receipts, and answers to all my questions.  She was quick with email responses and very kind and supportive.  I really appreciate everything she did to help me do my job getting reservations for our group.",,,,,,,November 2021,Traveled on business,1,
62,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or60-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,David Zuniga ,5.0,Wonderful service,Just recently stay at London House Chicago with my wife and loved it.  What a vibe this hotel has and so close to everything.  Loved Maria at the front desk gave us great recommendations around the city for my wife and I to explore.   Definitely made the trip better with the perfect local tips she gave us.  London House Chicago you got a gem in Maria.  Can't wait to be back.,,,,,,,November 2021,Traveled as a couple,1,
63,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or60-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,aries ,5.0,Maria at the front desk,Maria at the front desk was phenomenal. She was excellent at providing all the information needed and attitude was down to earth and fun. Very welcoming she made the stay wonderful!🙌🏾 she is very beautiful as well. I enjoyed the stay because of her.,,,,,,,November 2021,Traveled solo,1,
64,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or60-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Adrian V ,5.0,Great service and friendly staff!,I came here last weekend and to be honest was having a rough week. So it was really uplifting to be treated as great as I was by the staff. They are incredibly friendly and helpful. One particular staff member there named Maria helped me out a lot. She even listened to me vent about my problems and encouraged me to try to be positive about it. Will definitely be back and thanks once again Maria! You're amazing!!!,,,,,,,November 2021,Traveled with family,1,
65,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or65-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Mark T ,5.0,Highly recommend,"Great Staff, friendly and knowledgeable about the area. Overlooks Chicago River and Tribune building. Downtown walking area all around Michigan Ave.  About half a mile from Lake Michigan and the Navy pier.",4.0,5.0,5.0,,,,November 2021,,1,
